openalex_id,title,publication_year,cited_by_count,in_degree,out_degree,pagerank,authority,hub,citation_rate_by_age,wcc_rank,community_id,is_unicamp,is_top_tier,is_important_institution,is_high_impact_500,is_high_impact_100k
W3081608966,On Learning Spectral Masking for Single Channel Speech Enhancement Using Feedforward and Recurrent Neural Networks,2020,48,2,13,7.255956607782639e-06,8.440944351283668e-06,9.521948017527992e-07,8.0,1,15,False,False,False,False,False
W2086739137,Quantum discord of Bell cat states under amplitude damping,2012,15,2,33,6.470591461026985e-06,1.5164582905400689e-09,1.08386887967089e-08,1.0714285714285714,1,8,False,False,False,False,False
W2135083501,Arithmetic coding for data compression,1994,268,10,4,1.5739379407001814e-05,4.0884026069241517e-07,1.311025755974509e-07,8.375,1,9,False,False,True,False,False
W1556303891,A method to add Gaussian mixture models,2004,21,6,0,1.5981130351964823e-05,4.87574892299071e-07,0.0,0.9545454545454546,1,5,False,False,False,False,False
W2144450887,A parallel log-barrier method for mesh quality improvement and untangling,2014,25,3,4,9.188862526113445e-06,4.529546365693001e-13,3.259332688484664e-12,2.0833333333333335,1,9,False,False,False,False,False
W2145325002,"QccPack: an open-source software library for quantization, compression, and coding",2002,104,20,6,2.0918554333780635e-05,4.409788945392238e-07,4.0517510221328247e-07,4.333333333333333,1,9,False,False,False,False,False
W2102163972,Orleans,2011,146,2,6,7.96344223930036e-06,1.8350298190118666e-07,1.5062662740371127e-07,9.733333333333333,1,3,False,False,False,False,False
W3184840518,A Softwarized Intrusion Detection System for the RPL-based Internet of Things networks,2021,32,1,10,7.035466124322641e-06,5.125179922897119e-09,1.9370616066856827e-07,6.4,1,2,False,False,False,False,False
W2141992894,Large-scale cluster management at Google with Borg,2015,1321,21,12,2.6032003768972e-05,6.09974073614066e-05,3.901386477406384e-07,120.0909090909091,1,3,False,False,False,True,False
W2122365606,Improving the performance of reliable transport protocols in mobile computing environments,1995,549,4,0,0.0007140111707725237,8.486890711854286e-10,0.0,17.70967741935484,1,2,False,False,False,True,False
W2962959442,Combating the Elsagate Phenomenon: Deep Learning Architectures for Disturbing Cartoons,2019,27,2,11,7.139808362513664e-06,7.019841919722809e-06,0.00014654045120657548,3.857142857142857,1,0,True,False,False,False,False
W2963954530,Distributed User Scheduling for MIMO-Y Channel,2015,17,2,4,8.281020958610638e-06,3.5884448013672153e-08,2.412163785458759e-10,1.5454545454545454,1,22,False,False,False,False,False
W1523779214,Group-blind multiuser detection for uplink CDMA,2003,39,2,1,1.0091331078872404e-05,1.2050581483979417e-11,2.423713699771522e-11,1.6956521739130435,1,22,False,False,False,False,False
W2090826149,Fingerprint liveness detection based on Weber Local image Descriptor,2013,128,37,11,2.490539380801158e-05,0.00019455446478681648,6.554421251773043e-06,9.846153846153847,1,17,False,False,False,False,False
W2145526800,A new eigenfilter based on total least squares error criterion,2001,39,2,0,1.4020300306150669e-05,2.5860460829408214e-10,0.0,1.56,1,9,False,False,False,False,False
W1972744999,Block-Based Adaptive Vector Lifting Schemes for Multichannel Image Coding,2007,16,1,12,6.511603560685538e-06,2.0395416240018316e-07,6.191153563173766e-07,0.8421052631578947,1,9,False,False,False,False,False
W2064525681,A secure coprocessor for database applications,2013,23,1,3,6.787578892000194e-06,1.1168151065689674e-08,1.2115420392097138e-07,1.7692307692307692,1,14,False,False,False,False,False
W1998626624,"ASTER spectral analysis and lithologic mapping of the Khanneshin carbonatite volcano, Afghanistan",2011,125,34,8,1.7303432500022412e-05,8.062469618824239e-07,5.1551209507352526e-08,8.333333333333334,1,11,False,False,False,False,False
W2143676958,Globally optimal line clustering and vanishing point estimation in Manhattan world,2012,18,0,3,6.162361851594137e-06,0.0,4.5299183864149773e-07,1.2857142857142858,1,1,False,False,True,False,False
W2055979507,Two perceptually motivated strategies for shape classification,2010,61,11,11,1.039124235043589e-05,5.117077678441342e-06,6.585345721901479e-07,3.8125,1,1,False,False,False,False,False
W2534727771,Analysis of adaptation law of the robust evolving cloud-based controller,2015,16,4,16,9.012502853472279e-06,2.761406881911494e-08,1.2369985175698164e-07,1.4545454545454546,1,5,False,False,False,False,False
W2126356092,Color-based image retrieval using binary signatures,2002,38,6,8,1.2148330537036582e-05,8.688000397614887e-07,1.1733739439081772e-06,1.5833333333333333,1,1,False,False,False,False,False
W2131690084,Multiple-particle interference and quantum error correction,1996,1232,48,8,0.00012332318190188865,1.4983740394642284e-07,8.565379750730979e-08,41.06666666666667,1,8,False,False,False,True,False
W1988945200,A Stochastic Radial Basis Function Method for the Global Optimization of Expensive Functions,2007,506,6,4,1.3037879109317488e-05,3.2665100409472813e-08,2.0102495890974848e-07,26.63157894736842,1,4,False,False,False,True,False
W2912104593,"Modelling ore-forming processes through a cosine similarity measure: Improved targeting of porphyry copper deposits in the Manzhouli belt, China",2019,30,9,16,7.732558041396619e-06,1.5050317517283831e-05,9.05678854812016e-07,4.285714285714286,1,11,False,False,False,False,False
W2975456086,A new similarity measure for collaborative filtering based recommender systems,2019,145,0,5,6.162361851594137e-06,0.0,2.3813436969331933e-07,20.714285714285715,1,4,False,False,False,False,False
W1155327853,Incremental multi-class semi-supervised clustering regularized by Kalman filtering,2015,15,0,12,6.162361851594137e-06,0.0,4.919509563360349e-06,1.3636363636363635,1,1,False,False,False,False,False
W2963288100,Unsupervised Generative Adversarial Cross-Modal Hashing,2018,219,8,11,9.217461049983612e-06,9.823903138820126e-05,0.00011126843612413945,27.375,1,0,False,False,True,False,False
W1967003875,The ANSI/X3/SPARC DBMS framework report of the study group on database management systems,1978,314,2,0,1.4672342789143451e-05,1.9126571564070294e-10,0.0,6.541666666666667,1,1,False,False,False,False,False
W2106908298,An SPL approach for adaptive fault tolerance in SOA,2011,18,7,20,1.230158867431898e-05,4.936066641593257e-09,4.279996007370529e-08,1.2,1,12,True,False,False,False,False
W2891850907,Densely Connected Attention Propagation for Reading Comprehension,2018,47,1,0,6.250360019885835e-06,4.975588469741312e-06,0.0,5.875,1,0,False,False,False,False,False
W2120100126,AUC Optimization vs. Error Rate Minimization,2003,513,13,2,3.0826629274904075e-05,3.21151831964619e-06,1.2800314575982813e-07,22.304347826086957,1,4,False,False,False,True,False
W2039229101,Local Novelty Detection in Multi-class Recognition Problems,2015,53,4,16,8.015899452249056e-06,3.4092124272359837e-05,0.00014517595794151975,4.818181818181818,1,0,False,False,False,False,False
W1979020924,Approximately optimal facet selection,2012,12,1,2,7.908570397051145e-06,1.563448219862437e-10,2.5691824744982066e-09,0.8571428571428571,1,1,False,False,False,False,False
W1969623450,Efficient support for complex numbers in Java,1999,45,1,1,9.570392249743318e-06,3.287755838968813e-09,1.417718039943806e-08,1.6666666666666667,1,6,False,False,False,False,False
W2055795257,GPF-CLASS: A Genetic Fuzzy model for classification,2013,12,2,12,6.545392665767257e-06,1.5078409558822496e-06,6.204297402122912e-07,0.9230769230769231,1,5,False,False,False,False,False
W2142801765,DjiNN and Tonic,2015,165,8,11,1.4716740771586378e-05,0.00011445060973468072,0.0002190956786828594,15.0,1,0,False,False,False,False,False
W4402610351,Challenges in applying large language models to requirements engineering tasks,2024,35,0,2,6.162361851594137e-06,0.0,8.757068758864449e-10,17.5,1,4,False,False,True,False,False
W2070343473,A new face recognition method based on SVD perturbation for single example image per person,2004,177,6,4,1.1822123013825312e-05,1.2310941772070901e-06,1.9250050446413597e-06,8.045454545454545,1,1,False,False,True,False,False
W2492106958,Structured Maps: modeling explicit semantics over a universe of information,1997,28,4,1,3.961423510972343e-05,9.975949801861747e-08,1.1417065544216873e-09,0.9655172413793104,1,24,False,False,False,False,False
W2054252059,Simultaneous fuzzy segmentation of multiple objects,2005,40,6,10,8.04033341187005e-06,1.548299662243251e-05,4.276538822894964e-07,1.9047619047619047,1,10,False,False,False,False,False
W2963145730,NISP: Pruning Networks Using Neuron Importance Score Propagation,2018,842,18,16,1.2701094614462286e-05,0.000312551323554307,0.00030353155748215804,105.25,1,0,False,False,False,True,False
W2066376270,2D-autocorrelation descriptors for predicting cytotoxicity of naphthoquinone ester derivatives against oral human epidermoid carcinoma,2007,56,0,4,6.162361851594137e-06,0.0,3.0345291158378255e-08,2.9473684210526314,1,7,False,False,False,False,False
W3158388718,DeepLPC: A Deep Learning Approach to Augmented Kalman Filter-Based Single-Channel Speech Enhancement,2021,21,2,12,7.220670060962021e-06,7.958216143411438e-06,7.34100995326144e-05,4.2,1,15,False,False,False,False,False
W2991095396,A job scheduling algorithm for delay and performance optimization in fog computing,2019,147,11,7,1.0739370024463835e-05,2.479708517393081e-07,7.896386769208272e-08,21.0,1,3,False,False,False,False,False
W2026979341,Parallel sparse QR factorization on shared memory architectures,1995,21,0,2,6.162361851594137e-06,0.0,1.1807587978182906e-08,0.6774193548387096,1,6,False,False,False,False,False
W2786106080,Performance evaluation of handover association mechanisms in SDN-based wireless network,2017,12,1,2,6.910736942504283e-06,6.197420380485246e-09,2.4354863118217038e-08,1.3333333333333333,1,2,False,False,False,False,False
W2144427827,Improved geometric Goppa codes,2002,25,4,5,1.190812329057352e-05,1.3644394938310892e-11,2.3357585808347286e-11,1.0416666666666667,1,22,False,False,False,False,False
W2051728965,Computing Cartograms with Optimal Complexity,2013,56,2,2,8.205098637241353e-06,1.7409472841287783e-08,7.503764879883258e-11,4.3076923076923075,1,1,False,False,False,False,False
W1981563826,TIGRIS: A data model for an object-oriented geographic information system,1992,54,2,0,9.262603343788134e-06,2.4742056791993434e-09,0.0,1.588235294117647,1,1,False,False,False,False,False
W2969872311,Facial Expression Recognition Based on Fusion Features of Center-Symmetric Local Signal Magnitude Pattern,2019,29,1,15,6.686224415231239e-06,9.966570888000532e-07,1.7512942677973368e-05,4.142857142857143,1,1,False,False,False,False,False
W2164067033,An Introduction to Reconfigurable Systems,2015,63,1,8,1.0995084109159567e-05,2.263889695703359e-08,6.982169479156772e-07,5.7272727272727275,1,2,False,False,False,False,False
W2050480304,Experimental Demonstration of an Oscillator Stabilized Josephson Flux Qubit,2006,48,4,1,1.201169118564742e-05,5.40412236675667e-11,1.1119605504710385e-13,2.4,1,8,False,False,False,False,False
W4225524217,Towards an energy-efficient Data Center Network based on deep reinforcement learning,2022,45,1,11,6.424293133412688e-06,3.892767385396216e-08,1.5124074707412735e-07,11.25,1,2,False,False,False,False,False
W2081069741,Finding Skew Partitions Efficiently,2000,54,9,4,2.0361751745411275e-05,7.985037576647697e-11,6.331059654826959e-11,2.076923076923077,1,25,False,False,True,False,False
W2166280719,Fuzzy ARTMAP: A neural network architecture for incremental supervised learning of analog multidimensional maps,1992,1978,32,5,3.753373429136378e-05,8.091861911535265e-06,3.140588045687896e-07,58.1764705882353,1,5,False,False,False,True,False
W1605005685,Fixed point optimization of deep convolutional neural networks for object recognition,2015,242,5,6,8.65633990618061e-06,9.081384465620204e-05,0.00013518968813164278,22.0,1,0,False,False,False,False,False
W1912954554,Do deep features generalize from everyday objects to remote sensing and aerial scenes domains?,2015,714,14,26,1.099206273074885e-05,0.00014607057747439704,0.0001870879324367126,64.9090909090909,1,0,False,False,True,True,False
W2143319836,MPEG-21 digital item declaration and Identification-principles and compression,2005,55,1,1,6.4414782349455205e-06,2.190567367542293e-09,4.50734519047493e-12,2.619047619047619,1,12,False,False,False,False,False
W1965506623,Calculating Functions of Interval Type-2 Fuzzy Numbers for Fault Current Analysis,2007,71,3,8,7.282164952388222e-06,1.3902732643088443e-08,9.003584493755679e-08,3.736842105263158,1,5,False,False,False,False,False
W2096455701,DSEARCH: sensitive database searching using distributed computing,2004,13,1,1,7.758550801855134e-06,5.888700687780001e-09,5.170491458158257e-08,0.5909090909090909,1,3,False,False,False,False,False
W2162421771,Communication Over Finite-Field Matrix Channels,2010,66,1,17,6.910736942504283e-06,1.9109620269352168e-09,3.287823836267044e-08,4.125,1,22,False,False,False,False,False
W2769165247,Latent Constrained Correlation Filter,2017,49,1,9,6.50261973072177e-06,1.855107145067795e-05,1.9990017997468065e-05,5.444444444444445,1,0,False,False,False,False,False
W4387872891,KuberneTSN: a Deterministic Overlay Network for Time-Sensitive Containerized Environments,2023,14,1,5,6.489775953867326e-06,8.255312649331284e-08,2.512832568176746e-07,4.666666666666667,1,3,False,False,False,False,False
W2128165637,Networking requirements for interactive video on demand,1995,143,5,1,1.096413897455606e-05,1.434385794946739e-08,4.1300052356962e-14,4.612903225806452,1,18,False,False,False,False,False
W2067941796,GMRES On (Nearly) Singular Systems,1997,196,8,3,2.320197133536457e-05,2.1097079525472757e-09,1.9724941606286243e-10,6.758620689655173,1,6,False,False,False,False,False
W2592230399,"Next-Generation Big Data Analytics: State of the Art, Challenges, and Future Research Topics",2017,363,2,6,7.231293357222528e-06,9.425751641568425e-08,1.313136779390884e-07,40.333333333333336,1,3,False,False,True,False,False
W3045546022,An Energy-Aware SDN/NFV Architecture for the Internet of Things,2020,11,1,5,6.345521583779634e-06,2.1183455244740156e-08,4.355799410903627e-07,1.8333333333333333,1,2,False,False,False,False,False
W2085451024,Implementing OmpSs support for regions of data in architectures with multiple address spaces,2013,57,1,3,6.633876200640618e-06,3.2839460836111584e-08,2.904009913110298e-10,4.384615384615385,1,3,False,False,False,False,False
W2140919237,The Eucalyptus Open-Source Cloud-Computing System,2009,1795,37,7,0.00017738412175605171,2.8447549138165496e-07,2.345863547424742e-07,105.58823529411765,1,3,False,False,False,True,False
W1998541829,A bio-plausible design for visual pose stabilization,2010,30,2,4,7.1435458326423115e-06,2.0140954981980417e-10,1.5857828600892356e-09,1.875,1,26,False,False,False,False,False
W1992505708,Retraining a keystroke dynamics-based authenticator with impostor patterns,2007,51,14,20,2.168307014147852e-05,3.9161018260687033e-07,3.120633219070168e-06,2.6842105263157894,1,17,False,False,False,False,False
W2157674273,On robust rectification for uncalibrated images,2003,22,0,2,6.162361851594137e-06,0.0,1.7471747257624023e-08,0.9565217391304348,1,1,False,False,False,False,False
W2911967554,Realtime in-plane displacements tracking of the precision positioning stage based on computer micro-vision,2019,55,0,1,6.162361851594137e-06,0.0,2.849584055023191e-07,7.857142857142857,1,1,False,False,False,False,False
W4388791930,Node depth Representation-based Evolutionary Multitasking Optimization for Maximizing the Network Lifetime of Wireless Sensor Networks,2023,11,0,3,6.162361851594137e-06,0.0,4.095435410847819e-11,3.6666666666666665,1,21,False,False,False,False,False
W2013298510,A survey on engineering approaches for self-adaptive systems,2014,423,5,19,9.718670322782769e-06,5.343057865103306e-07,2.0238065839729324e-06,35.25,1,12,False,False,False,False,False
W2061745165,IDENTIFICATION OF UNOBSERVED COMPONENTS MODELS,1989,23,0,1,6.162361851594137e-06,0.0,4.729059654143473e-21,0.6216216216216216,1,6,True,False,False,False,False
W2939361951,Multi-script text versus non-text classification of regions in scene images,2019,21,0,10,6.162361851594137e-06,0.0,1.7392824445733978e-05,3.0,1,32,False,False,False,False,False
W2075806862,The method of paired comparisons for social values.,1927,463,3,0,9.43094841315359e-06,6.66627053068584e-08,0.0,4.6767676767676765,1,1,False,False,False,False,False
W2403548643,AnO(k 2n2) algorithm to find ak-partition in ak-connected graph,1994,13,2,3,1.088235181779164e-05,4.1713721763630037e-10,2.0510196282378088e-10,0.40625,1,25,False,False,False,False,False
W2027257397,Computing and Deflating Eigenvalues While Solving Multiple Right-Hand Side Linear Systems with an Application to Quantum Chromodynamics,2010,87,0,8,6.162361851594137e-06,0.0,1.8209113430328178e-07,5.4375,1,6,False,False,False,False,False
W2963783875,Hybrid Methodology for Path Planning and Computational Vision Applied to Autonomous Mission: A New Approach,2019,13,1,1,9.895025274157573e-06,2.3870624319966247e-12,3.0407096535420554e-90,1.8571428571428572,1,26,False,False,False,False,False
W2399082837,A multi-network control framework based on industrial internet of things,2016,16,0,4,6.162361851594137e-06,0.0,5.69714330264032e-07,1.6,1,2,False,False,False,False,False
W2539888294,Probabilistic neural network approach to alleviate sparsity and cold start problems in collaborative recommender systems,2010,32,0,2,6.162361851594137e-06,0.0,1.5210209590468213e-09,2.0,1,4,False,False,False,False,False
W2546703895,Predicting soil heavy metal based on Random Forest model,2016,28,1,4,6.634422684657119e-06,2.90769424663728e-07,3.3290770672421646e-06,2.8,1,11,False,False,True,False,False
W2127594500,Total variation restoration of speckled images using a split-bregman algorithm,2009,49,1,3,8.334728109391235e-06,2.8756318456786255e-08,4.725466982019239e-07,2.8823529411764706,1,9,False,False,False,False,False
W4327923912,Exponential synchronization of multilayer networks with white-noise-based coupling via intermittent periodic event-triggered control,2023,11,0,3,6.162361851594137e-06,0.0,2.4301561010000845e-11,3.6666666666666665,1,27,False,False,False,False,False
W3009158403,Dynamics of hot-potato routing in IP networks,2004,45,2,1,0.00018302269333582216,1.2772989761824569e-08,1.7632273607824146e-08,2.0454545454545454,1,2,False,False,False,False,False
W2901525727,Experimental demonstration of quantum advantage for one-way communication complexity surpassing best-known classical protocol,2019,16,1,6,6.452874168319696e-06,2.4078526756704476e-10,2.869464162480561e-10,2.2857142857142856,1,8,False,False,False,False,False
W2077790567,Tolerating latency through software-controlled data prefetching,1994,223,3,6,9.043605951598199e-06,5.289140070026029e-09,4.6379065122000363e-10,6.96875,1,16,False,False,True,False,False
W2119512897,Open-source platform to benchmark fingerprints for ligand-based virtual screening,2013,387,14,8,1.5777496591272513e-05,1.660730099329106e-05,4.966767514951833e-07,29.76923076923077,1,7,False,False,False,False,False
W3012330071,Optimizing Convolutional Neural Network Hyperparameters by Enhanced Swarm Intelligence Metaheuristics,2020,153,1,17,7.917358502438062e-06,3.0167801409304803e-07,0.00024876706657888054,25.5,1,0,False,False,False,False,False
W2963610939,Future Frame Prediction for Anomaly Detection - A New Baseline,2018,1410,20,12,1.447668336272232e-05,0.00013617937443805857,0.0001352071987744842,176.25,1,0,False,False,False,True,False
W2109962983,Wireless Network Information Flow: A Deterministic Approach,2011,854,13,13,3.62620247769587e-05,1.5135131437828e-08,2.6990500166062022e-09,56.93333333333333,1,22,False,False,True,True,False
W2164177007,Context-based spelling correction for Japanese OCR,1996,22,2,1,8.742413508836683e-06,1.4725190761100904e-08,1.205479640485171e-07,0.7333333333333333,1,13,False,False,False,False,False
W2169937647,Silhouette-based isolated object recognition through curvature scale space,1995,213,10,5,2.8556073524167968e-05,7.9740362515885e-07,2.0067305542878923e-07,6.870967741935484,1,1,False,False,False,False,False
W4230289604,LAPACK: A portable linear algebra library for high-performance computers,1990,194,4,6,1.546040506470952e-05,1.67607410374307e-10,1.9356505772110934e-08,5.388888888888889,1,6,False,False,True,False,False
W2411707397,A Survey on Learning to Hash,2017,987,29,43,1.717752041991014e-05,0.000322501353377267,0.000156843170810578,109.66666666666667,1,0,False,False,False,True,False
W2133192850,SBA,2009,770,6,5,1.543004684194587e-05,7.042967404617262e-06,3.8484054765188865e-07,45.294117647058826,1,1,False,False,False,True,False
W2113056476,Monitoring activities from multiple video streams: establishing a common coordinate frame,2000,360,6,2,1.387626836555244e-05,9.10248372178564e-06,3.310705209697371e-07,13.846153846153847,1,1,False,False,True,False,False
W2167669776,Cost‐based placement of vDPI functions in NFV infrastructures,2015,104,11,5,1.4984706337606877e-05,5.23861010384561e-07,2.4255890961261948e-08,9.454545454545455,1,2,False,False,False,False,False
W1753361524,<b>topicmodels</b>: An<i>R</i>Package for Fitting Topic Models,2011,1068,4,2,8.382797937152466e-06,1.0949639330604843e-06,1.0918439609823728e-06,71.2,1,1,False,False,False,True,False
W2022286021,Orthogonal locality preserving indexing,2005,73,3,9,9.476544566866346e-06,2.4985696928528206e-06,1.8725238802053202e-06,3.4761904761904763,1,6,False,False,False,False,False
W1421412675,Image Forgery Detection using Multi Scale Entropy Filter and Local Phase Quantization,2015,24,2,8,7.95451453016968e-06,5.111509866913019e-07,1.1354181881208414e-06,2.1818181818181817,1,21,False,False,False,False,False
W3034740286,Fantastic Answers and Where to Find Them: Immersive Question-Directed Visual Attention,2020,14,2,7,6.791014073490722e-06,9.372635539104685e-06,4.5454165433096415e-06,2.3333333333333335,1,0,False,False,False,False,False
W2152322845,Self-Tuning Spectral Clustering,2004,1911,33,2,4.03556830144341e-05,9.06441081306331e-05,1.7690210246445675e-06,86.86363636363636,1,1,False,False,False,True,False
W2337166112,Optimal synchronization of Kuramoto oscillators: A dimensional reduction approach,2015,31,11,21,1.0246917098928322e-05,3.420916151705076e-08,4.111453250202336e-09,2.8181818181818183,1,27,True,False,False,False,False
W2770878706,xMaP—An Interpretable Alignment-Free Four-Dimensional Quantitative Structure–Activity Relationship Technique Based on Molecular Surface Properties and Conformer Ensembles,2017,17,0,16,6.162361851594137e-06,0.0,6.814536092133963e-07,1.8888888888888888,1,7,False,False,False,False,False
W1566954139,The Fuzzy Classifier System: A Classifier System for Continuously Varying Variables.,1991,208,13,0,2.524334259037278e-05,8.803794507399946e-07,0.0,5.942857142857143,1,5,False,False,False,False,False
W3025780224,Using machine learning to improve ensemble docking for drug discovery,2020,28,2,4,7.237018995808333e-06,1.3276770056023629e-07,2.3705850619016492e-07,4.666666666666667,1,7,False,False,False,False,False
W2510418053,Kernel Combined Sparse Representation for Disease Recognition,2016,24,0,2,6.162361851594137e-06,0.0,5.455788500960761e-07,2.4,1,1,False,False,False,False,False
W2127355164,Experimental Risk Assessment and Comparison Using Software Fault Injection,2007,41,8,23,1.6337207756859367e-05,4.432118429858727e-08,1.3691817838894828e-07,2.1578947368421053,1,12,True,False,False,False,False
W2767153625,Spectral properties of the matrix splitting preconditioners for generalized saddle point problems,2017,12,0,4,6.162361851594137e-06,0.0,1.0251469546231973e-10,1.3333333333333333,1,6,False,False,False,False,False
W2100481637,Implicit-Factorization Preconditioning and Iterative Solvers for Regularized Saddle-Point Systems,2006,59,8,7,1.195416378218704e-05,1.8888637963428823e-09,3.562017782985759e-09,2.95,1,6,False,False,False,False,False
W2146976149,Interactive level set segmentation for image-guided therapy,2009,34,1,7,6.510209471904024e-06,1.6971812701509902e-07,1.799452282607389e-06,2.0,1,10,False,False,True,False,False
W1969317089,Dynamic and secure key management model for hierarchical heterogeneous sensor networks,2012,48,0,5,6.162361851594137e-06,0.0,2.008778224712924e-09,3.4285714285714284,1,14,False,False,False,False,False
W2019108217,On a discretizable subclass of instances of the molecular distance geometry problem,2009,22,5,2,1.851718606984091e-05,1.4362753915049251e-08,5.2770037351237035e-11,1.2941176470588236,1,4,True,False,True,False,False
W2053707880,Blind source separation of instantaneous MIMO systems based on the least-squares Constant Modulus Algorithm,2005,12,1,3,6.817190056140515e-06,8.338892773110713e-10,7.493374459467442e-08,0.5714285714285714,1,15,False,False,False,False,False
W3133543405,Evaluating the Quality of Machine Learning Explanations: A Survey on Methods and Metrics,2021,554,4,10,7.329304012074645e-06,1.562953736126607e-06,1.8092022848414893e-06,110.8,1,1,False,False,False,True,False
W2137005141,On the power of quantum computation,2002,494,7,5,0.0001475932895501814,8.697661799473606e-08,2.905568221162185e-08,20.583333333333332,1,8,False,False,False,False,False
W2138822055,A low memory zerotree coding for arbitrarily shaped objects,2003,18,4,10,8.547459597714795e-06,8.28381726458542e-08,6.289753285860479e-07,0.782608695652174,1,9,False,False,False,False,False
W3015876577,Robust window operators,1989,46,0,6,6.162361851594137e-06,0.0,2.621868359591386e-07,1.2432432432432432,1,10,False,False,False,False,False
W2010767423,Synchronization in networks with random interactions: Theory and applications,2006,47,0,4,6.162361851594137e-06,0.0,5.944194627045987e-10,2.35,1,27,False,False,False,False,False
W2121669067,An applicable family of data flow testing criteria,1988,532,31,6,7.170865917598075e-05,4.362648228315458e-08,8.967243988774962e-10,14.0,1,12,False,False,False,True,False
W2963896050,Reconstruction-Based Disentanglement for Pose-Invariant Face Recognition,2017,153,2,13,6.603915340985809e-06,3.723579846751689e-05,0.0001830954337622122,17.0,1,0,False,False,False,False,False
W207830586,Airborne Advanced Reconfigurable Computer System (ARCS),1976,13,1,0,8.773217597129812e-06,1.2354556590604855e-11,0.0,0.26,1,12,False,False,False,False,False
W2017552381,Analysis of preconditioning strategies for collocation linear systems,2003,23,0,7,6.162361851594137e-06,0.0,1.8917882560912262e-08,1.0,1,6,False,False,False,False,False
W2731263778,NHPP software reliability model considering the uncertainty of operating environments with imperfect debugging and testing coverage,2017,128,1,4,7.4720182606868924e-06,1.5869227362248216e-12,7.418425829955122e-11,14.222222222222221,1,12,False,False,False,False,False
W2126942983,Speech enhancement for non-stationary noise environments,2001,556,13,8,2.5141934409496503e-05,2.34874885091191e-06,4.19565781957286e-07,22.24,1,15,False,False,False,True,False
W2084313588,Hardness results for the center and median string problems under the weighted and unweighted edit distances,2004,47,2,5,7.366584298913138e-06,2.0394932321446227e-08,1.2225516235403937e-07,2.1363636363636362,1,13,False,False,False,False,False
W2996355317,Analysing deep reinforcement learning agents trained with domain randomisation,2022,21,0,26,6.162361851594137e-06,0.0,0.0002141844431259833,5.25,1,0,False,False,False,False,False
W2148256123,Scheduling service workflows for cost optimization in hybrid clouds,2010,36,11,5,2.2598210783904002e-05,8.739641931381863e-08,4.747108766441752e-08,2.25,1,3,True,False,False,False,False
W2090622163,Plastic Partial Components: A solution to support variability in architectural components,2009,41,0,2,6.162361851594137e-06,0.0,1.4918730002335133e-11,2.411764705882353,1,12,False,False,False,False,False
W3143740202,Customizing CPU Instructions for Embedded Vision Systems,2006,11,0,5,6.162361851594137e-06,0.0,4.771493059451234e-07,0.55,1,9,False,False,False,False,False
W2038951132,Semilinear elliptic equations with the primitive of the nonlinearity interacting with the first eigenvalue,1991,22,4,4,2.1331409738907804e-05,2.9983876082006926e-57,5.954788702591963e-60,0.6285714285714286,2,,True,False,False,False,False
W2624299682,Understanding Reduced-Voltage Operation in Modern DRAM Devices,2017,131,2,12,6.3825503209622894e-06,6.496875854508365e-06,2.579465905573402e-07,14.555555555555555,1,16,False,False,True,False,False
W2187567206,Multiple Document Summarization Using Principal Component Analysis Incorporating Semantic Vector Space Model,2008,11,0,2,6.162361851594137e-06,0.0,5.27751001673508e-07,0.6111111111111112,1,1,False,False,False,False,False
W2239853243,On clarifying some definitions and notations used for type-2 fuzzy sets as well as some recommended changes,2016,146,28,27,1.8171429003093903e-05,7.323889128514276e-06,1.6239384729849263e-07,14.6,1,5,True,False,False,False,False
W1507431306,Evaluating the performance of a differential evolution algorithm in anomaly detection,2015,17,1,4,6.866655214659316e-06,9.214979388218868e-08,1.0396635879577282e-07,1.5454545454545454,1,4,False,False,False,False,False
W2131547400,Selecting the modeling order for the ESPRIT high resolution method: an alternative approach,2004,50,1,2,7.400600549191192e-06,2.5341139744232346e-10,4.018015449876605e-09,2.272727272727273,1,15,False,False,False,False,False
W2787752732,Operational Markov Condition for Quantum Processes,2018,262,11,11,1.1671591995081622e-05,1.538034896825999e-08,8.007180605757751e-09,32.75,1,8,False,False,True,False,False
W1510014385,Neural Information Processing Systems,1988,774,14,0,9.342816669060579e-05,1.5251471749172476e-06,0.0,20.36842105263158,1,5,False,False,False,True,False
W2024747986,<title>A survey of maneuvering target tracking: approximation techniques for nonlinear filtering</title>,2004,125,4,11,1.1791716838190406e-05,3.4575171508042184e-08,8.209865197653684e-09,5.681818181818182,1,1,False,False,False,False,False
W2734506410,Distributed Auctions for Task Assignment and Scheduling in Mobile Crowdsensing Systems,2017,120,2,3,7.571829346043271e-06,2.2901281863152042e-08,6.459791236889458e-08,13.333333333333334,1,3,False,False,False,False,False
W2060089812,Attributed relational graph matching based on the nested assignment structure,2009,16,0,11,6.162361851594137e-06,0.0,5.770673451008789e-07,0.9411764705882353,1,13,False,False,False,False,False
W2076665520,Autonomous data stream clustering implementing split-and-merge concepts – Towards a plug-and-play approach,2015,107,20,31,1.4699390667410098e-05,1.225872115870236e-06,3.0280610255597412e-06,9.727272727272727,1,5,False,False,False,False,False
W2117564239,Hierarchical Procrustes Matching for Shape Retrieval,2006,132,12,5,1.3368654080021417e-05,1.1998691963254048e-05,1.0019335776423144e-06,6.6,1,1,False,False,False,False,False
